,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,route_type
240,2020-01-22 10:03:00,37.852803,-122.270062,2020-01-22 10:05:00,37.870104,-122.268133,120,metro
241,2020-01-22 10:03:00,37.80835,-122.268602,2020-01-22 10:07:00,37.829065,-122.26704,240,metro
242,2020-01-22 10:03:00,37.765062,-122.419694,2020-01-22 10:05:00,37.75247,-122.418143,120,metro
243,2020-01-22 10:03:00,37.870104,-122.268133,2020-01-22 10:06:00,37.852803,-122.270062,180,metro
244,2020-01-22 10:03:00,37.902632,-122.298904,2020-01-22 10:06:00,37.925086,-122.316794,180,metro
245,2020-01-22 10:03:00,37.557465,-121.976608,2020-01-22 10:08:00,37.59063,-122.017388,300,metro
246,2020-01-22 10:04:00,37.721947,-122.160844,2020-01-22 10:09:00,37.696924,-122.126514,300,metro
247,2020-01-22 10:04:00,37.721947,-122.160844,2020-01-22 10:08:00,37.753661,-122.196869,240,metro
248,2020-01-22 10:04:00,37.779732,-122.414123,2020-01-22 10:06:00,37.765062,-122.419694,120,metro
249,2020-01-22 10:04:00,37.804872,-122.29514,2020-01-22 10:11:00,37.792874,-122.39702,420,metro
250,2020-01-22 10:04:00,37.902632,-122.298904,2020-01-22 10:07:00,37.873967,-122.28344,180,metro
